,start_pos,n_gram_size,word,vicinity,context,level,source_file
146,522782,5,номер,гсотэ_НОМЕР_уншсм,"начал он, меняясьвлицеивыпуская ее руку.

У него шевельнулась странная мысль. Она смотрела на негосс",word,goncharov_oblomov.txt
147,543055,5,помни,шянкт_ПОМНИ_кчгтп,"по обстоятельствам, мне надо искать квартирувдругой части города, такяпришел поговоритьсвами…

Она т",word,goncharov_oblomov.txt
148,566005,5,позор,ндоиг_ПОЗОР_ввмтр,"помнить? — отозвался Захар. — Один раз вы велели мне тридцать рублей отдать, такяипомню.

— Что бы т",word,goncharov_oblomov.txt
149,635015,5,повез,пнпоо_ПОВЕЗ_тврго,"поверенного.

Она вздохнула.

— Еслибяне знала тебя, — в раздумье говорила она, — я бог знает что мо",word,goncharov_oblomov.txt
150,642396,5,посол,бипзм_ПОСОЛ_овотз,"пора! — очнувшись, сказала она ласково.

Он вдруг отрезвился.

— Ты здесь, боже мой! У меня? — говор",word,goncharov_oblomov.txt
151,654758,5,повез,бткпс_ПОВЕЗ_обвим,"подойдякнему, Обломовидоверчиво взяв его за оба борта вицмундира.

Иван Матвеевич проворно встал, но",word,goncharov_oblomov.txt
152,673298,5,нужна,кяянс_НУЖНА_мсбжи,"не устану жить никогда. Астобой мы стали бы жить изо днявдень, ждать рождества, потом масленицы, езд",word,goncharov_oblomov.txt
153,723969,5,пусти,епеон_ПУСТИ_имзтс,"подпишет? упрется?

— Сестра-то!

И Иван Матвеевич залился тоненьким смехом.

— Подпишет, кум, подпи",word,goncharov_oblomov.txt
154,725583,7,зосимов,днпдвкз_ЗОСИМОВ_iнтпннд,"здоровье олухов! — сказал Иван Матвеевич.

Они выпили.




IV

Надо теперь перенестись несколько наз",word,goncharov_oblomov.txt
155,759813,5,особе,бвзпп_ОСОБЕ_хчшув,"отворачиваясьвсторону, стараясь одолеть борьбу.

Ей хотелось, чтоб Штольц узнал все не из ее уст, а ",word,goncharov_oblomov.txt
156,769503,5,пения,жснбм_ПЕНИЯ_бшешн,"проступок его настоящим именем.

— Я быине шутил, еслибдело шло не об Илье, аодругом, — оправдывался",word,goncharov_oblomov.txt
157,787987,5,воска,яедпс_ВОСКА_нбгмв,"вмешался Обломов, — синюю курточку, а на будущий год мундир: в гимназию поступит.

— Ну, ещеивстаром",word,goncharov_oblomov.txt
158,795285,5,тиран,внвся_ТИРАН_нтчкв,"тогдаилюдям ильинским рассказал, а не Никита! Точно, что клевета вышла. Ах ты, господи, ах, боже мой",word,goncharov_oblomov.txt
159,853513,5,бедно,совтт_БЕДНО_вбгну,"было ему держаться на одной высоте, быть героем не ума ееисердца только, ноивоображения. А она веров",word,goncharov_oblomov.txt
160,867028,5,оного,ебтло_ОНОГО_ркпет,"она, не отводя глазирук от работы.

Кофе подавался ему так же тщательно, чистоивкусно, как вначале, ",word,goncharov_oblomov.txt
161,903071,5,собор,абаиг_СОБОР_ослрш,"слепота одолела! Батюшка, отец родной!

Он суетился, ловил руку Штольца и, не поймав, поцеловал полу",word,goncharov_oblomov.txt
162,725583,7,зосимов,днпдвкз_ЗОСИМОВ_iнтпннд,"здоровье олухов! — сказал Иван Матвеевич.

Они выпили.




IV

Надо теперь перенестись несколько наз",word,goncharov_oblomov.txt
163,725583,7,зосимов,днпдвкз_ЗОСИМОВ_iнтпннд,"здоровье олухов! — сказал Иван Матвеевич.

Они выпили.




IV

Надо теперь перенестись несколько наз",word,goncharov_oblomov.txt
164,201,5,титул,сдвну_ТИТУЛ_нуосс,"точно испуганные тараканы, угрюмые люди, не успевшие освежить сном свои мускулы. В холодном сумраке ",word,gorky_mat.txt
